Event;Timestamp;RightControllerPosWorldX;RightControllerPosWorldZ
Sample;2021-06-28 13:50:36.7356;0.6690;-0.1469
Sample;2021-06-28 13:50:36.7466;0.6686;-0.1472
Sample;2021-06-28 13:50:36.7629;0.6679;-0.1479
Sample;2021-06-28 13:50:36.7768;0.6677;-0.1483
Sample;2021-06-28 13:50:36.7918;0.6677;-0.1486
Sample;2021-06-28 13:50:36.8037;0.6675;-0.1490
Sample;2021-06-28 13:50:36.8297;0.6667;-0.1500
Sample;2021-06-28 13:50:36.8446;0.6664;-0.1503
Sample;2021-06-28 13:50:36.8586;0.6663;-0.1506
Sample;2021-06-28 13:50:36.8775;0.6662;-0.1499
Sample;2021-06-28 13:50:36.8915;0.6664;-0.1500
Sample;2021-06-28 13:50:36.9045;0.6663;-0.1499
Sample;2021-06-28 13:50:36.9164;0.6662;-0.1498
Sample;2021-06-28 13:50:36.9314;0.6659;-0.1499
Sample;2021-06-28 13:50:36.9424;0.6658;-0.1499
Sample;2021-06-28 13:50:36.9603;0.6656;-0.1499
Sample;2021-06-28 13:50:36.9738;0.6654;-0.1499
Sample;2021-06-28 13:50:36.9957;0.6654;-0.1499
Sample;2021-06-28 13:50:37.0077;0.6652;-0.1499
Sample;2021-06-28 13:50:37.0287;0.6647;-0.1490
Sample;2021-06-28 13:50:37.0436;0.6645;-0.1483
Sample;2021-06-28 13:50:37.0606;0.6638;-0.1464
Sample;2021-06-28 13:50:37.0730;0.6635;-0.1454
Sample;2021-06-28 13:50:37.0920;0.6625;-0.1427
Sample;2021-06-28 13:50:37.1039;0.6621;-0.1412
Sample;2021-06-28 13:50:37.1159;0.6615;-0.1394
Sample;2021-06-28 13:50:37.1329;0.6610;-0.1375
Sample;2021-06-28 13:50:37.1468;0.6597;-0.1336
Sample;2021-06-28 13:50:37.1648;0.6593;-0.1317
Sample;2021-06-28 13:50:37.1803;0.6584;-0.1293
Sample;2021-06-28 13:50:37.1942;0.6567;-0.1235
Sample;2021-06-28 13:50:37.2061;0.6558;-0.1206
Sample;2021-06-28 13:50:37.2271;0.6538;-0.1135
Sample;2021-06-28 13:50:37.2390;0.6528;-0.1096
Sample;2021-06-28 13:50:37.2520;0.6517;-0.1056
Sample;2021-06-28 13:50:37.2670;0.6493;-0.0975
Sample;2021-06-28 13:50:37.2799;0.6480;-0.0927
Sample;2021-06-28 13:50:37.2929;0.6468;-0.0881
Sample;2021-06-28 13:50:37.3039;0.6456;-0.0839
Sample;2021-06-28 13:50:37.3188;0.6444;-0.0787
Sample;2021-06-28 13:50:37.3278;0.6432;-0.0733
Sample;2021-06-28 13:50:37.3440;0.6409;-0.0622
Sample;2021-06-28 13:50:37.3570;0.6398;-0.0563
Sample;2021-06-28 13:50:37.3680;0.6389;-0.0508
Sample;2021-06-28 13:50:37.3800;0.6383;-0.0452
Sample;2021-06-28 13:50:37.4000;0.6377;-0.0397
Sample;2021-06-28 13:50:37.4104;0.6371;-0.0348
Sample;2021-06-28 13:50:37.4244;0.6363;-0.0260
Sample;2021-06-28 13:50:37.4344;0.6359;-0.0220
Sample;2021-06-28 13:50:37.4533;0.6358;-0.0188
Sample;2021-06-28 13:50:37.4703;0.6354;-0.0142
Sample;2021-06-28 13:50:37.4832;0.6354;-0.0129
Sample;2021-06-28 13:50:37.5012;0.6354;-0.0119
Sample;2021-06-28 13:50:37.5132;0.6357;-0.0114
Sample;2021-06-28 13:50:37.5281;0.6364;-0.0114
Sample;2021-06-28 13:50:37.5421;0.6365;-0.0125
Sample;2021-06-28 13:50:37.5600;0.6369;-0.0151
Sample;2021-06-28 13:50:37.5750;0.6371;-0.0174
Sample;2021-06-28 13:50:37.5870;0.6372;-0.0203
Sample;2021-06-28 13:50:37.6019;0.6374;-0.0255
Sample;2021-06-28 13:50:37.6169;0.6372;-0.0283
Sample;2021-06-28 13:50:37.6358;0.6370;-0.0313
Sample;2021-06-28 13:50:37.6488;0.6358;-0.0384
Sample;2021-06-28 13:50:37.6667;0.6351;-0.0421
Sample;2021-06-28 13:50:37.6797;0.6343;-0.0453
Sample;2021-06-28 13:50:37.6957;0.6322;-0.0523
Sample;2021-06-28 13:50:37.7086;0.6312;-0.0554
Sample;2021-06-28 13:50:37.7206;0.6301;-0.0588
Sample;2021-06-28 13:50:37.7376;0.6275;-0.0650
Sample;2021-06-28 13:50:37.7535;0.6262;-0.0681
Sample;2021-06-28 13:50:37.7655;0.6251;-0.0711
Sample;2021-06-28 13:50:37.7824;0.6229;-0.0765
Sample;2021-06-28 13:50:37.7974;0.6220;-0.0792
Sample;2021-06-28 13:50:37.8104;0.6211;-0.0816
Sample;2021-06-28 13:50:37.8343;0.6198;-0.0862
Sample;2021-06-28 13:50:37.8473;0.6192;-0.0886
Sample;2021-06-28 13:50:37.8632;0.6186;-0.0924
Sample;2021-06-28 13:50:37.8752;0.6181;-0.0943
Sample;2021-06-28 13:50:37.8951;0.6177;-0.0981
Sample;2021-06-28 13:50:37.9071;0.6173;-0.1003
Sample;2021-06-28 13:50:37.9231;0.6171;-0.1019
Sample;2021-06-28 13:50:37.9350;0.6168;-0.1036
Sample;2021-06-28 13:50:37.9500;0.6163;-0.1065
Sample;2021-06-28 13:50:37.9669;0.6161;-0.1082
Sample;2021-06-28 13:50:37.9789;0.6159;-0.1101
Sample;2021-06-28 13:50:37.9999;0.6161;-0.1139
Sample;2021-06-28 13:50:38.0148;0.6162;-0.1158
Sample;2021-06-28 13:50:38.0318;0.6176;-0.1202
Sample;2021-06-28 13:50:38.0447;0.6185;-0.1222
Sample;2021-06-28 13:50:38.0607;0.6212;-0.1262
Sample;2021-06-28 13:50:38.0737;0.6225;-0.1281
Sample;2021-06-28 13:50:38.0896;0.6240;-0.1299
Sample;2021-06-28 13:50:38.1016;0.6256;-0.1317
Sample;2021-06-28 13:50:38.1205;0.6287;-0.1354
Sample;2021-06-28 13:50:38.1325;0.6301;-0.1375
Sample;2021-06-28 13:50:38.1435;0.6315;-0.1398
Sample;2021-06-28 13:50:38.1694;0.6339;-0.1451
Sample;2021-06-28 13:50:38.1824;0.6351;-0.1476
Sample;2021-06-28 13:50:38.1993;0.6367;-0.1537
Sample;2021-06-28 13:50:38.2113;0.6376;-0.1567
Sample;2021-06-28 13:50:38.2243;0.6382;-0.1599
Sample;2021-06-28 13:50:38.2392;0.6392;-0.1663
Sample;2021-06-28 13:50:38.2522;0.6395;-0.1693
Sample;2021-06-28 13:50:38.2651;0.6399;-0.1723
Sample;2021-06-28 13:50:38.2776;0.6403;-0.1749
Sample;2021-06-28 13:50:38.2966;0.6410;-0.1802
Sample;2021-06-28 13:50:38.3085;0.6413;-0.1827
Sample;2021-06-28 13:50:38.3265;0.6415;-0.1853
Sample;2021-06-28 13:50:38.3404;0.6415;-0.1878
Sample;2021-06-28 13:50:38.3524;0.6414;-0.1924
Sample;2021-06-28 13:50:38.3643;0.6410;-0.1946
Sample;2021-06-28 13:50:38.3783;0.6407;-0.1969
Sample;2021-06-28 13:50:38.3903;0.6403;-0.1992
Sample;2021-06-28 13:50:38.4083;0.6395;-0.2039
Sample;2021-06-28 13:50:38.4252;0.6390;-0.2059
Sample;2021-06-28 13:50:38.4362;0.6383;-0.2077
Sample;2021-06-28 13:50:38.4532;0.6373;-0.2113
Sample;2021-06-28 13:50:38.4671;0.6367;-0.2126
Sample;2021-06-28 13:50:38.4861;0.6361;-0.2146
Sample;2021-06-28 13:50:38.5000;0.6351;-0.2176
Sample;2021-06-28 13:50:38.5120;0.6345;-0.2192
Sample;2021-06-28 13:50:38.5240;0.6343;-0.2206
Sample;2021-06-28 13:50:38.5419;0.6336;-0.2232
Sample;2021-06-28 13:50:38.5559;0.6337;-0.2246
Sample;2021-06-28 13:50:38.5679;0.6336;-0.2258
Sample;2021-06-28 13:50:38.5848;0.6333;-0.2273
Sample;2021-06-28 13:50:38.5998;0.6331;-0.2293
Sample;2021-06-28 13:50:38.6217;0.6329;-0.2304
Sample;2021-06-28 13:50:38.6327;0.6329;-0.2314
Sample;2021-06-28 13:50:38.6466;0.6316;-0.2335
Sample;2021-06-28 13:50:38.6636;0.6319;-0.2346
Sample;2021-06-28 13:50:38.6796;0.6317;-0.2364
Sample;2021-06-28 13:50:38.6925;0.6322;-0.2378
Sample;2021-06-28 13:50:38.7085;0.6319;-0.2411
Sample;2021-06-28 13:50:38.7214;0.6322;-0.2430
Sample;2021-06-28 13:50:38.7354;0.6319;-0.2448
Sample;2021-06-28 13:50:38.7504;0.6315;-0.2469
Sample;2021-06-28 13:50:38.7673;0.6313;-0.2506
Sample;2021-06-28 13:50:38.7838;0.6312;-0.2524
Sample;2021-06-28 13:50:38.7978;0.6307;-0.2541
Sample;2021-06-28 13:50:38.8107;0.6304;-0.2575
Sample;2021-06-28 13:50:38.8247;0.6305;-0.2590
Sample;2021-06-28 13:50:38.8416;0.6306;-0.2601
Sample;2021-06-28 13:50:38.8566;0.6312;-0.2622
Sample;2021-06-28 13:50:38.8686;0.6314;-0.2630
Sample;2021-06-28 13:50:38.8840;0.6315;-0.2634
Sample;2021-06-28 13:50:38.9020;0.6319;-0.2639
Sample;2021-06-28 13:50:38.9140;0.6320;-0.2641
Sample;2021-06-28 13:50:38.9259;0.6320;-0.2639
Sample;2021-06-28 13:50:38.9499;0.6318;-0.2641
Sample;2021-06-28 13:50:38.9658;0.6320;-0.2643
Sample;2021-06-28 13:50:38.9783;0.6320;-0.2650
Sample;2021-06-28 13:50:38.9913;0.6320;-0.2653
Sample;2021-06-28 13:50:39.0042;0.6322;-0.2659
Sample;2021-06-28 13:50:39.0172;0.6324;-0.2664
Sample;2021-06-28 13:50:39.0352;0.6331;-0.2675
Sample;2021-06-28 13:50:39.0511;0.6334;-0.2681
Sample;2021-06-28 13:50:39.0641;0.6337;-0.2686
Sample;2021-06-28 13:50:39.0865;0.6341;-0.2693
Sample;2021-06-28 13:50:39.1005;0.6343;-0.2695
Sample;2021-06-28 13:50:39.1154;0.6347;-0.2699
Sample;2021-06-28 13:50:39.1264;0.6350;-0.2702
Sample;2021-06-28 13:50:39.1444;0.6353;-0.2706
Sample;2021-06-28 13:50:39.1563;0.6355;-0.2707
Sample;2021-06-28 13:50:39.1723;0.6357;-0.2710
